doc_id,date,doc_type,speaker,speaker_role,turn_idx,turn_type,chunk_id,chunk_uid,start_sent_idx,end_sent_idx,n_sentences,text
BoE_201611_opening,20161103,opening,Governor,governor,0,opening,2,BoE_201611_opening_2,46,76,26,"This moderation in household spending reinforces the cumulative effects of a pick-up in uncertainty on investment, which is expected to lower the economy's capital stock and dampen productivity growth. As a consequence, although stronger in the near term, growth is expected to be weaker in the medium term compared to the Committee's August projections. Despite that more modest medium-term growth outlook, CPI inflation is expected to be higher throughout the three-year forecast period than in the Committee's August projections. This is largely the result of the renewed depreciation of sterling. In our central projection, inflation rises from its current level of 1% to around 2¾% in mid-2018 before beginning to fall back gradually thereafter. The balance of stronger near-term consumer demand, a modest supply outlook, and a lower sterling exchange rate, implies a more challenging trade-off between returning inflation sustainably to the target on the one hand and supporting real activity on the other. To be clear, modest supply growth ultimately means lower real income growth. It can happen either through a compression of nominal 4 wage growth and higher unemployment, or through faster growth in consumer prices and a smaller rise in joblessness. Implications for policy The MPC's remit requires it to explain how it is balancing that trade-off, including the horizon over which it aims to return inflation to target. The direct impact of sterling's depreciation on CPI inflation will ultimately prove temporary. In the MPC's judgement, attempting to offset it fully with tighter monetary policy would be excessively costly in terms of foregone output and employment growth. The MPC is choosing a period of somewhat higher consumer price inflation in exchange for a more modest increase in unemployment. However, there are limits to the extent to which above- target inflation can be tolerated. Those limits depend on the cause of the inflation overshoot, the extent of second-round effects on inflation expectations and domestic costs, and the scale of the shortfall in economic activity below potential. In the MPC's November forecast, the inflation overshoot is the product of a perceived shock to future supply, which has caused the exchange rate to fall, alongside a modest projected shortfall of activity. Inflation expectations have picked up to around their past average levels and domestic costs have remained contained. Given the projected rise in unemployment, the risks around activity and inflation, and the potential for further volatility in asset prices, the MPC judges it appropriate to accommodate a period of above-target inflation. That notwithstanding, the MPC is now monitoring closely the evolution of inflation expectations. In light of these developments, the MPC at its November meeting agreed unanimously that Bank Rate should be maintained at its current level. It also agreed unanimously to continue the previously announced asset purchase programmes. It remains the case that the path for monetary policy will depend on the evolution of the prospects for demand, supply, the exchange rate, and therefore inflation. Monetary policy can respond, in either direction, to changes to the economic outlook as they unfold to ensure a sustainable return of inflation to the target. These characteristics will help it to move to a new equilibrium as its future relationship with the European Union becomes clearer and new opportunities with the rest of the world open up. Many of the adjustments needed to move to that new equilibrium are real in nature, and are not in the gift of monetary policymakers. But it will help build the foundations by achieving the inflation target in a sustainable fashion and in a way that helps to smooth real adjustment in the economy, to stabilise growth, and to support jobs in the wake of much larger forces. This is the best contribution the MPC can make to the good of the people of the United Kingdom."
BoE_201611_transcript,20161103,transcript,Mark Carney,governor,1,opening,0,BoE_201611_transcript_0,0,10,9,"Well, the judgement of the MPC has been that the degree of accommodation that is currently being provided is appropriate. It's appropriate because of the pressures that are weighing down on activity and it's appropriate because of the forces that are causing inflation to rise and rise above that 2% target. The reason that inflation is above target - or will be above target, in our judgement at years two and three, is because of the exchange rate. The reason the exchange rate has moved - the predominant reason why the exchange rate has moved, in our judgement - is judgements that have been made in financial markets about the future of the real economy, not of the stance of monetary policy - how open this economy will be, what our trading relationships will be, how productivity will evolve over the next few years. We can't influence those perceptions in markets again, I'll emphasise they're perceptions in markets. The negotiations haven't even yet begun, so we don't know exactly what the arrangements are going to be, nor do markets - they're making a judgement around them. We have to take into account their impact on inflation. And the judgement, as I said, and as we say in the Report, that we've had to make is - do we fully lean against them and cause much higher joblessness and much lower wages for those who have jobs? Or do we accommodate some of that overshoot, given that it's caused by a real effect?"
BoE_201702_opening,20170202,opening,Governor,governor,0,opening,0,BoE_201702_opening_0,0,67,58,"1 INFLATION REPORT PRESS CONFERENCE Thursday 2nd February 2017 Opening Remarks by the Governor Good afternoon. The biggest determinants of the UK's medium-term prosperity will be the country's new relationship with the EU and the reforms that it catalyses. These processes will also have a significant bearing on inflation over the next few years. Market participants' views regarding this economy's future growth potential will influence asset prices, particularly the exchange rate. Firms' assessments of the outlook for demand and the ease of future trade will affect their investments. Households' confidence in their economic situation will help determine their spending. And, with time, the UK economy's supply will be affected by a new set of trading arrangements with the EU and other countries. The MPC has long emphasised that the effects of the process of leaving the EU on inflation would be the product of its impact on demand, supply and the exchange rate. And it has consistently stressed that as a result, the implications for monetary policy would not be automatic. During these exceptional circumstances, the MPC is required by its remit to balance a period of above-target inflation with a period of weaker growth. The primary objective of monetary policy remains inflation control, however, which means any overshoot of inflation above the target can only be temporary in nature and limited in scope. As such, the MPC has been clear that its tolerance for above-target inflation is limited. Today's decision reflects the Committee's updated assessment of those forces and those limits. The Committee has unanimously confirmed that the current monetary stance remains 2 appropriate. But it has also made important revisions to its forecast and highlighted some of the key judgements underlying it. Demand developments and outlook Growth has remained resilient since the referendum, with the UK posting the fastest rate in the G7 last year. The MPC expects growth to be stronger over the forecast period than in November, with the economy now projected to expand by 2.0% in 2017 and around 1¾% thereafter. This upgrade will leave the level of UK output around 1% higher over the next three years than expected in November. This stronger outlook is the product of four factors, in descending order of importance. First, the Chancellor's Autumn Statement eased fiscal policy over the coming years. Second, the outlook for the global economy is firmer, reflecting an easing of fiscal policy in other major economies together with improvements in financial conditions and business confidence, particularly in the United States. Third, financial conditions in the UK remain supportive, underpinned by low risk-free rates, the 18% fall in sterling since its November 2015 peak, and lower credit spreads. Moreover, domestic credit conditions are accommodative, reinforced by strong competition in consumer credit markets and historically low mortgage rates. In part this reflects Bank of England policy actions, which have also helped lower the impact of uncertainty on activity. 3 Fourth, as was the case in November, there are few signs that households are cutting back spending ahead of the coming squeeze in their real incomes. With the savings rate falling towards pre-crisis lows and household debt picking up, how households adjust their spending and their expectations of future income will be important determinants of the outlook. This stronger projection doesn't mean the referendum is without consequence. Uncertainty over future arrangements is weighing on business investment, which has been flat since the end of 2015. Business investment is expected to be around a quarter lower in three years' time than projected prior to the referendum, with material consequences for productivity, wages and incomes. More broadly, the level of GDP is still expected to be 1½% lower in two years' time than projected in May, despite the substantial easing of monetary, macroprudential and fiscal policies. Financial markets are already pricing in a material adjustment to the UK's economic prospects, as evidenced by the sharp fall in the value of sterling. Markets are valuing today what they expect to be necessary tomorrow: an adjustment to real incomes as the UK moves towards its new trading arrangements. The MPC expects the tension between current consumer strength and relative financial market pessimism to begin to be resolved over the course of this year. Inflation outlook Having risen markedly from around zero in 2015, the MPC still expects CPI inflation to be back to around 2% in the data for February. This largely reflects external factors - in particular, past falls in energy, food and other imported goods prices dropping out of the annual comparison. 4 Beyond that, inflation is expected to increase further, peaking around 2.8% at the start of 2018, before falling gradually back to 2.4% in three years' time. This overshoot is entirely because of sterling's fall, which itself is the product of the market's view of the consequences of Brexit. Consistent with this, longer-term measures of inflation expectations have risen over the past year from very low levels to stabilise around historical average levels, and remain well anchored. Supply outlook The outlook for inflation depends importantly on the path for supply, which is why the MPC undertakes regular, detailed assessments of these prospects. Following a long period of consistently overestimating wage growth, the MPC has updated its view of the natural rate of unemployment. Specifically, the MPC now judges that the rate of unemployment the economy can achieve while being consistent with sustainable rates of wage growth to be around 4½%, down from around 5% previously. As a result, the stronger outlook for demand is in large part matched by an increase in the economy's estimated supply capacity, and the net impact of these two factors on the inflation projection is broadly neutral. As a consequence, when taken together with the 3% appreciation of sterling since our last forecast and the gently rising path for interest rates implied by market yields, the projections for inflation - and the trade-off that the Committee faces - are little changed relative to November. Policy decision Monetary policy cannot prevent either any structural adjustments that are necessary as the UK moves to new trading arrangements or any consequences of those adjustments for real incomes. In the shorter run specifically, attempting to offset fully the effect of weaker sterling on inflation would be achievable only at the cost of higher unemployment and even weaker income growth. In such exceptional circumstances, the MPC's remit specifies that it must balance the speed with which it intends to return inflation to the target with the support that monetary policy provides to jobs and activity. At its February meeting, the MPC unanimously judged that it remained appropriate to seek to return inflation to the target over a somewhat longer period than usual, and that the current stance of monetary policy remained appropriate to balance the demands of the Committee's remit. As the Committee has previously noted, however, there are limits to the extent that above- target inflation can be tolerated. The projections described in the February Inflation Report, and the continuing suitability of the current policy stance, depend crucially on three judgements:  that the lower level of sterling continues to boost consumer prices broadly as expected, and without adverse consequences for inflation expectations further ahead;  that regular pay growth does indeed remain modest, consistent with the Committee's updated assessment of the degree of slack in the labour market; and  that the hitherto resilient rates of household spending growth slow as real income gains weaken. 6 In judging the appropriate policy stance, the Committee will be monitoring closely the incoming evidence regarding these and other factors. For instance, if spending growth slows more abruptly than expected, there is scope for monetary policy to be loosened. If, on the other hand, pay growth picks up by more than anticipated, monetary policy may need to be tightened to a greater degree than implied by current market yields. More generally, monetary policy can respond, in either direction, to changes to the economic outlook as they unfold to ensure a sustainable return of inflation to the 2% target. Conclusion Following the referendum, the Bank eased macroprudential and monetary policies in order to support households and businesses during a period of initial uncertainty and eventual adjustment to the country's new relationship with the EU. The cost of borrowing is down, availability of credit is up, and some of the impact of uncertainty on households and businesses has been mitigated. While the direction of travel is clear, there will be twists and turns along the way. Whatever happens, monetary policy will be set to return inflation sustainably to target while supporting the necessary adjustments in the economy. At this week's meeting, the MPC maintained its policy stance. If circumstances warrant a change in policy, we will act consistent with our remit."
BoE_201702_transcript,20170202,transcript,Mark Carney,governor,1,opening,0,BoE_201702_transcript_0,0,17,17,"Well, I'd turn it around and say - what went right? What went right first was policy actions that were taken by the Bank, then policy action that was taken by the Chancellor, by the government, both of which provide support into 2017. I think, and I wouldn't overstate this, but our sense in terms of the transmission of both the macroprudential measures - the lowering of the countercyclical buffer and the monetary policy measures that we took was that they have had more traction than we would have expected at the time. Now you could say that we should have anticipated it at the time, but they had more of an impact than we expected at the time. The second thing that's gone right is that the global economy has been stronger and that also helps support growth in 2017. I think the thing that we missed is the strength of consumer spending and consumer confidence associated with that, that was present - has been present all the way through this process. So after an initial wobble in terms of consumer surveys, confidence surveys and other indicators in the immediate aftermath of the referendum in the depths of the summer, it bounced back pretty quickly. And you don't see it in the data and in the activity of consumers. So consumers have not been affected by any of the associated uncertainty around Brexit. I mean, the labour market is still holding up, wages are growing roughly the same rate - modestly - but roughly the same rate as they had in the past. And in part because of our actions, credit is available and it's cheap, if it's needed. Now that dynamic will start to be tested as this year progresses. The consumer dynamic will start to be tested as this year progresses, as real incomes move from growing closer to 3% to growing closers to 0%, if our forecast is broadly correct. And the question will be - with what speed do consumers adjust their spending this year? In this forecast, in the very near term this quarter, we actually anticipate less of an adjustment than we had in November. The bigger news to the forecast though as you progress through 2017 is, if you will, external. It's better world, bigger fiscal, better financial conditions which make the difference."
BoE_201705_opening,20170511,opening,Governor,governor,0,opening,0,BoE_201705_opening_0,0,10,10,"1 INFLATION REPORT PRESS CONFERENCE Thursday 11th May 2017 Opening Remarks by the Governor Good afternoon. The outlook for UK growth and inflation will continue to be influenced by the response of households, companies and financial markets to the prospects for the UK's departure from the EU. The MPC's projections continue to be conditioned on a smooth transition to an average of possible outcomes for the UK's post-Brexit trading arrangements. For some time, the responses of financial markets and households to the UK's decision to leave the EU have diverged. In its February projections, the MPC expected that this tension between consumer strength and relative financial market pessimism would be reduced over the course of this year. With wage growth moderating and inflation picking up, both household spending and GDP growth have slowed markedly. In contrast, sterling has appreciated, possibly reflecting market expectations of a more orderly Brexit process. On balance, the Committee judges that consumption growth will be slower in the near term than previously anticipated before recovering in the latter part of the forecast period as real incomes pick up. The Committee's latest projections In the MPC's central forecast, quarterly growth is forecast to stabilise around its current rate, resulting in growth of 1.9% in 2017 and around 1¾% in each of the next two years. This is broadly as the Committee had expected in February."
BoE_201705_opening,20170511,opening,Governor,governor,0,opening,1,BoE_201705_opening_1,11,24,14,"2 The global outlook has improved further since February, with stronger business surveys and generally better financial conditions. The latest indicators, including trade growth and capital goods orders, suggest broad-based strength. And signs of more robust global demand have also been reflected in global asset prices, with equity prices rising further in recent months. The MPC's projection for world GDP growth remains near the top of the range of external forecasts. The combination of the stronger global outlook and sterling's past depreciation is likely to support UK net trade. And together with somewhat lower uncertainty, stronger global growth is also likely to encourage investment as exporters renew and increase capacity. Turning to inflation, CPI inflation has risen above the MPC's 2% target as sterling's past depreciation has begun to feed through to consumer prices. This impact has been offset to some extent by continued subdued growth in domestic costs, with wage growth notably weaker than expected. The MPC expects inflation to rise further above the target in the coming months, peaking a little below 3% in the fourth quarter. Conditioned on the market yield curve, inflation is projected to remain above the MPC's target throughout the forecast period. The yield curve has steepened slightly and sterling has rallied somewhat since the forecast was closed. The projected inflation overshoot entirely reflects the effects on import prices of the fall in sterling since late November 2015-a depreciation caused by market expectations of a material adjustment to the UK's medium term prospects as it leaves the EU. The contribution to inflation of higher import prices is likely to fade gradually throughout the forecast period. The extent to which domestic cost pressures pick up will determine where CPI inflation settles towards the end of the forecast."
BoE_201705_opening,20170511,opening,Governor,governor,0,opening,2,BoE_201705_opening_2,25,42,18,"3 Wage growth has been soft in recent years despite strong employment growth. Weakness in productivity growth and a continuing drag from slack have contributed to this softness, but they cannot explain its full extent. Uncertainty of companies about the outlook may also have made them unwilling to raise wages at a faster pace until they have more clarity about future costs and market access. The MPC judges that the factors currently weighing on wage growth are unlikely to persist, and it projects that wages will rise significantly as the output gap narrows throughout the forecast period and closes by the end. As a result, inflation is projected to rise in the third year of the forecast even as the impact of imported price pressures diminishes. Policy decision Monetary policy cannot prevent either the necessary real adjustment as the UK moves towards its new international trading arrangements or the weaker real income growth that is likely to accompany that adjustment over the next few years. Attempting to offset fully the effect of weaker sterling on inflation would be achievable only at the cost of higher unemployment and, in all likelihood, even weaker income growth. For this reason, the MPC's remit specifies that, in such exceptional circumstances, the Committee must balance any trade-off between the speed with which it intends to return inflation to the target and the support that monetary policy provides to jobs and activity. At its May meeting, the MPC decided that the current stance of monetary policy remained appropriate to balance the demands of its remit. The actual and prospective overshoot of inflation relative to target is entirely due to the effects of sterling's depreciation, which itself reflects fundamental factors that monetary policy could not affect. In such exceptional 4 circumstances, the MPC's remit requires it to pay close consideration to the trade-off between inflation and slack. For most of the forecast period, the economy is expected to operate with a degree of spare capacity, justifying that some degree of above-target inflation could be tolerated. The output gap is projected to close by the end of the forecast, however, reducing the Committee's tolerance for above-target inflation at that point. The MPC's forecast relies on, amongst other things: - a significant pick-up in wage growth; - no further slowing in aggregate demand; - the lower level of sterling continuing to boost consumer prices broadly as projected, without adverse consequences for inflation expectations further ahead; and - the adjustment to the UK's new relationship with the EU being smooth. As these conditions make clear, while Brexit will play an important role, other factors will also influence the outlook for the economy and inflation. In judging the appropriateness of the monetary stance, the Committee will monitor closely incoming evidence regarding a range of factors. Monetary policy will respond in either direction to changes in the economic outlook as they unfold to ensure a sustainable return of inflation to target, while supporting the necessary real adjustments in the economy. On the whole, the Committee judges that, if the economy follows a path broadly consistent with its central projection, then monetary policy could need to be tightened by a somewhat greater extent over the forecast horizon than the very gently rising path implied by the market yield curve at the time of the forecast."
BoE_201705_transcript,20170511,transcript,MC,governor,3,opening,0,BoE_201705_transcript_0,0,6,6,"So, in order to precisely answer that question, we would have had to do an alternative forecast, as you can appreciate, with some variant of a disorderly negotiating process, and we have not done that, so I can't give you a precise answer to that. What I can say is that, as has been the case since our August forecast of last year, we have assumed that the process of leaving the European Union would be a smooth one. That means that there will be an agreement about the future trading arrangements, and that there will be a transition, or an implementation period, from the negotiation to that new agreement. Now, we, like everyone else, don't know exactly the shape of what that agreement is going to be, that's why there's a negotiation, and so we have conditioned on a range of possible outcomes. We haven't changed those judgements, that averaging period, but what we do have is an economy which gradually adjusts to those new trading arrangements, that happen at some point in the future, in other words, some point after the forecast horizon. So one of the consequences, and I'll finish with this, of that process, is there's a bit of a drag on productivity in our forecast as the economy reorients to those new arrangements, but there is not any, sort of, sharp break or sharp readjustment, let's see."
BoE_201708_opening,20170803,opening,Governor,governor,0,opening,0,BoE_201708_opening_0,0,24,23,"1 INFLATION REPORT PRESS CONFERENCE Thursday 3rd August 2017 Opening Remarks by the Governor Good afternoon. The UK economy is beginning the process of adjusting to a new, as yet uncertain, economic relationship with the European Union. Monetary policy cannot prevent the weaker real incomes likely to accompany the move to new trading arrangements with the EU, but it can influence how this hit to incomes is distributed between job losses and price rises. And it can support UK households and businesses as they adjust to such profound change. The MPC has long emphasised that the effects on inflation of the Brexit process would be the product of its impact on demand, supply and the exchange rate. And it has consistently stressed that as a result, the implications for monetary policy would not be automatic. The August Inflation Report, released today, updates on how these and other dynamics are affecting the economic outlook. Since the referendum was called, UK households, businesses and financial markets have reacted at different speeds and to varying degrees to the prospects for the UK's departure from the EU. - Financial markets, particularly sterling, marked down the UK's relative prospects quickly and sharply. But more recently, as the consequences of sterling's fall have shown up in the shops and squeezed their real incomes, they have cut back on spending, slowing the economy. But since the referendum, they have invested much less aggressively than usual in response to an otherwise very favourable environment. The MPC's projections continue to be conditioned on a smooth transition to an average of possible outcomes for the UK's post-Brexit trading arrangements. To be clear, assuming a smooth transition doesn't mean that the MPC thinks UK households and businesses know the end result of negotiations that have just started. Indeed, in the MPC forecast, uncertainty about the eventual shape of the UK's economic relationship with the EU weighs on the decisions of businesses and households and pulls down on both demand and supply growth. Rather, the assumption of a smooth Brexit means that UK households and businesses act on the expectation that the UK will forge a new relationship with Europe without material disruptions to trading conditions or financial stability. This simplifying assumption has broadly fit the behaviour of the real economy over the past year. GDP In the MPC's central projection, GDP growth remains sluggish in the near term as the squeeze on households' real incomes continues to weigh on consumption. Growth then picks up to just above its reduced - or modest - potential rate as net trade and business investment firm up and consumption growth gradually recovers in line with modestly rising household incomes. The outlook for net trade is bolstered by strong global growth and the past depreciation of sterling. Global growth has firmed in line with the MPC's expectations, and it is now broad based across advanced and emerging economies. Global trade is growing at its strongest rate since 2011. And there are encouraging signs that the composition of advanced economy 3 growth is rotating towards investment, supporting the sustainability of the expansion and potentially raising the equilibrium rate of interest. This strong external environment, businesses' high rates of profitability, their low cost of capital and the limited spare capacity in the economy are all expected to support investment by UK firms over the forecast period."
BoE_201708_opening,20170803,opening,Governor,governor,0,opening,1,BoE_201708_opening_1,25,49,25,"However, while on balance these incentives more than offset the drag from the continued uncertainties around Brexit, business investment is still likely to growth below historic average rates with adverse consequences for productivity, capacity and wages. CPI inflation CPI inflation fell back to 2.6% in June, in line with the projection in May. The MPC expects inflation to peak around 3% in October and to remain around 2¾% until early next year. Conditional on the current market curve, which implies that Bank Rate will rise by ½ percentage point over the next three years, inflation is projected to remain a little above the target at the end of the forecast period - an overshoot that reflects entirely the effects of the referendum-related fall in sterling. As the effect of rising import prices gradually diminishes, domestic inflationary pressures gradually pick up over the forecast period. With the unemployment rate expected to remain around 40-year lows, wage growth is projected to recover as the remaining slack in the economy is absorbed. In addition, margins in the consumer sector, having been squeezed by the pickup in import prices, are expected to be rebuilt. Consequently inflation is projected to remain at a level slightly above the two percent target by the end of the forecast. 4 Policy decision As the Brexit negotiations proceed, the assumption of a smooth transition to a new economic relationship with the EU will be tested. If UK households and businesses look through the flurry of headlines, then the economy can be expected to pick up from its current period of sluggishness. Given the outlook for supply in the economy, even a limited pickup in growth is likely to have consequences for the stance of monetary policy. That's because, as the MPC has previously emphasised, the process of leaving the EU is beginning to affect potential supply in the UK. Brexit-related uncertainties are causing some companies to delay decisions about building capacity and entering new markets. The UK's eventual new trading arrangements will require a period of reallocation as some sectors of the economy expand and others contract. Moreover, prolonged low investment will restrain growth in the capital stock and increases in productivity. Indeed, if the MPC's current forecast comes to pass, the level of investment in 2020 is expected to be 20% below the level which the MPC had projected just before the referendum. As a result of these factors, the supply capacity of the economy is likely to expand at only modest rates throughout the forecast period. That means that only a modest uptick in demand growth from current sluggish rates will be sufficient to reduce and eventually eliminate slack. The MPC's remit specifies that, in exceptional circumstances, the Committee must balance any trade-off between the speed at which it intends to return inflation sustainably to the target and the support that monetary policy provides to jobs and activity. 5 Through most of the forecast period, the economy operates with a small degree of spare capacity and CPI inflation is well above target. But by the end of the forecast, that trade-off is eliminated, spare capacity is fully absorbed, and inflation remains above the 2% target. The Committee judges that, given the assumptions underlying its projections, including the closure of drawdown period of the TFS and the recent prudential decisions of the FPC and PRA, some tightening of monetary policy would be required in order to achieve a sustainable return of inflation to target. Specifically, if the economy follows a path broadly consistent with the August central projection, then monetary policy could need to be tightened by a somewhat greater extent over the forecast period than the path implied by the yield curve underlying those projections. Any increases in Bank Rate would be expected to be at a gradual pace and to a limited extent. The Committee will continue to monitor closely the incoming evidence, and it stands ready to respond to changes in the economic outlook as they unfold to ensure a sustainable return of inflation to the 2% target."
BoE_201708_transcript,20170803,transcript,MC,governor,5,opening,0,BoE_201708_transcript_0,0,18,19,"Well, I'll start from where you finished, which is to be absolutely clear what we, as the MPC, focus on is achieving a sustainable return of inflation to target. We have been conscious since the referendum that the principal cause of inflation being above target, in fact the sole cause of inflation being above target over the course of recent quarters, and as we forecast and continue to forecast, is the fall in Sterling caused by the markets' judgement, not endorsing it, but the markets' judgement about the implications of Brexit for the UK's relative prospects. So, first question is about how to get back to that and I answered that in the opening statement and the Committee did in the report. The second thing, to go to the question of, 'To what extent is the recovery a product of borrowing?' In fact, what we're seeing now is that consumers are adjusting to the squeeze on real incomes. That's one of the reasons why growth slowed in the first half of the year, it's one of the reasons why we think growth will be relatively sluggish this quarter, before only modestly picking up. Over the course of the forecast, we expect consumption growth to be broadly in line with income growth. Again, it's not a forecast that relies particularly on the consumer. Investment and exports are much more important than the consumer, going forward. The consumer, his or herself, is relying on what they're getting paid, not what they can borrow. Next point, again, to put it into context, is that this country and the UK households have gone through a decade of very painful deleveraging. It's only really in the last year that growth of debt has started to exceed income, so there has been some borrowing. Consumer credit is the minority in that and mortgages are still much more important. There are some issues that the FPC has raised around the nature of some of the credit that's on offer and the potential channels for financial stability because of some developments in the consumer credit side. That's part of the reason why a return to a more standard risk-taking environment, the countercyclical capital buffer has been raised, as you know. It's part of the reason why the adjustment has been made to the stress test and some guidance being given around underwriting standards through the PRA supervisors to banks. What those measures are for are to address tail risks to the economy, not central expectations. The central likelihood, as I say, is what the forecast is here which is that we have a relatively modest recovery, one that's matching the growth of supply, that it's principally driven, at least initially, by investments and then exports. A consumer that's consuming out of his or her income, as opposed to borrowing."
BoE_201711_opening,20171102,opening,Governor,governor,0,opening,0,BoE_201711_opening_0,0,41,33,"1 INFLATION REPORT PRESS CONFERENCE Thursday 2nd November 2017 Opening Remarks by the Governor The MPC has increased Bank Rate for the first time in a decade, raising it by ¼ percentage points to ½ percent. In my remarks today, I will address three questions: - Why has the MPC raised interest rates? The MPC's primary objective is price stability, defined by the Government as a 2% CPI inflation target. CPI inflation was 3% in September and it's expected to have risen a little further in October. But it isn't so much where inflation is now, but where it's going that concerns us. The MPC must set policy to achieve a sustainable return of inflation to the target. That is, we must aim to bring inflation back to target and keep it there once the effects of temporary factors - predominantly those caused by the referendum-related fall in sterling - dissipate. In many respects, the decision today is straightforward: with inflation high, slack disappearing, and the economy growing at rates above its speed limit, inflation is unlikely to return to the 2% target without some increase in interest rates. Brexit will redefine the UK's relationship with our largest trade and investment partner. And it will have consequences for the movement of goods, services, people and capital as well as the real incomes of UK households. 2 The MPC has repeatedly emphasised that monetary policy cannot prevent either the necessary real adjustment to new trading arrangements or the weaker real income growth likely to accompany that adjustment. We can, however, support the economy during the adjustment process. In such exceptional circumstances, the MPC is required to balance any trade-off between the speed at which we return inflation sustainably to target with the support that monetary policy provides to jobs and activity. At the time of the referendum, the MPC set out our framework for doing so, and we have followed it consistently ever since. The Committee's assessment of the outlook for inflation and activity published today is broadly similar to our projections three months ago. In our forecast, conditioned on the gently rising path of Bank Rate implied by current market yields, GDP grows modestly over the next few years at rate just above its reduced rate of potential. Consumption growth remains sluggish in the near term before rising, in line with household incomes. Net trade is bolstered by the strong global expansion and the past depreciation of sterling. Business investment is affected by uncertainties around Brexit, but continues to grow at a solid pace supported by strong global demand, high rates of profitability, the low cost of capital and limited spare capacity. The MPC judges that there is a little less slack at the start of the forecast period than in August. More fundamentally, the pace at which the economy can grow without generating inflationary pressures has fallen relative to pre-crisis norms. This reflects persistent weakness in productivity growth since the crisis and, more recently, the more limited availability of labour. Over the next few years, modest demand growth is expected to use up the little spare capacity remaining in the economy. With unemployment at a 42 year low, inflation running above target and growth just above its new, lower speed limit, the time has come to ease our foot off the accelerator. That will help bring inflation back towards its 2% target, while still supporting jobs and growth. Rate increases obviously reduce the current cash flows of borrowers and increase those of savers. Interest rate increases also make it more attractive to save today to consume tomorrow and less attractive to borrow today to spend today. And interest rates are one of many influences on the exchange rate and other asset prices. While the sheer novelty of the first increase in Bank Rate in a decade creates some uncertainty around its impact, there are reasons to expect it to be no larger than usual. Only about one fifth of people with mortgages have never experienced an increase in Bank Rate. Of those, almost half took out their mortgage after the FPC introduced its affordability stress in 2014, which requires mortgagors to be able to withstand an increase in their mortgage rate to around 7%. Fully 60% of mortgages are now at fixed interest rates. Even with this Bank Rate increase, many households will re-finance onto lower interest rates than they are currently paying by around 30 basis points for those moving from an expiring two-year fixed rate deal to around 2 percentage points for someone refinancing an expiring five-year fixed rates deal."
BoE_201711_opening,20171102,opening,Governor,governor,0,opening,1,BoE_201711_opening_1,42,60,16,"Company balance sheets are generally in strong shape, with the share of profits required to meet monthly debt repayments falling to its lowest level for at least two decades. And demand is growing strongly in the rest of the world, robustly so in our largest trading partner. As always, the Committee will monitor closely the incoming evidence on the economic outlook, including the impact of today's increase in Bank Rate. To be clear, even after today's rate increase, monetary policy will provide significant support to jobs and activity. And the MPC continues to expect that any future increases in interest rates would be at a gradual pace and to a limited extent. 4 Current market yields, which are used to condition our forecasts, incorporate two further 25 basis point increases over the next three years. That gently rising path is consistent with inflation falling back over the next year and approaching the target by the end of the forecast period. The MPC will, of course, react to developments to the extent they affect the outlook for inflation and activity. The decision to leave the European Union is already having a noticeable impact. - The overshoot of inflation throughout the forecast predominantly reflects the effects on import prices of the referendum-related fall in sterling. - Uncertainties associated with Brexit are weighing on domestic activity, which has slowed even as global growth has risen significantly. - And Brexit-related constraints on investment and labour supply appear to be reinforcing the marked slowdown that has been evident in recent years in the rate at which the economy can grow without generating inflationary pressures. The impact of Brexit on the forecast will evolve as negotiations progress. In particular, any resolution of the uncertainty about the nature of, and transition to, the UK's future relationship with the EU insofar as it affects the behaviour of households, businesses and financial market participants would prompt a reassessment of the economic outlook. While the direction of that reassessment for activity and inflation is not automatic, the MPC's response will be consistent with its remit and the framework it has followed since the referendum. By continuing to balance the trade-off between the speed at which inflation is returned to target and the support that it provides to jobs and activity, monetary policy will continue to make its best contribution to the prosperity of the people of the United Kingdom."
BoE_201711_transcript,20171102,transcript,Mark Carney,governor,1,opening,0,BoE_201711_transcript_0,0,9,9,"The first thing I'd say is that the rate of growth is slower than historic norms, but it's not subdued. I think we have to get used to an economy, after all, this is an economy that is operating with unemployment at a 42 year low, more people in work than ever before. This isn't a false read on the unemployment rate, people are in the labour market, they're working, and the degree of spare capacity in the economy is very limited. So the question about the speed limit of this economy going forward will be increasingly determined by the rate of productivity growth, which, as you know, has been very slow since the crisis, and is expected to be so going forward, even though we have some pick-up but to take a step back, look, what we're doing is easing our foot off the accelerator. It will have an impact on borrowers over time, it will have a more immediate positive impact on savers, in terms of deposit rates. It leaves monetary policy in a position where it still is highly supportive of jobs and activity, and you can expect it to have, in fact, it is the policy that is providing a boost to the economy relative to headwinds from other policies, including fiscal policy, and the uncertainty associated with Brexit. In terms of households financial positions, they have been difficult, as you know, over the course of this year, with the real income squeeze. The worst of that real income squeeze is ending, and this is part of ensuring that it doesn't come back. In other words, ensuring that inflation returns to that 2% target in a sustainable manner, in a way that supports the economy, in a way that supports keeping people in work and moving forward."
