Unnamed: 0;id;sentence_id;date;bank;chair;day_of_week;doc_word_count;sentence_word_count;text;label
4160;20190130-fed;20190130-fed_83;2019-01-30;fed;Jerome Powell;Wed;5518;24;"So I can’t get into specific hypotheticals, but I do believe that we have a symmetric 
objective, and I believe we’ll act that way.";neutral
13485;20220316-fed;20220316-fed_244;2022-03-16;fed;Jerome Powell;Wed;6576;7;So a couple things just to add.;neutral
5280;20190731-fed;20190731-fed_87;2019-07-31;fed;Jerome Powell;Wed;5545;31;"I think you have to look back over the course of the year and see the 
Committee moving away from rate increases to a neutral posture to, now, a rate cut.";dovish
11985;20210922-fed;20210922-fed_321;2021-09-22;fed;Jerome Powell;Wed;6738;21;"And because, you know, inflation expectations had drifted down, 
and it was good to see them get back up a bit.";dovish
21312;20241218-fed;20241218-fed_166;2024-12-18;fed;Jerome Powell;Wed;7525;6;So that’s, that’s the “extent” question.;neutral
3938;20181219-fed;20181219-fed_125;2018-12-19;fed;Jerome Powell;Wed;5060;28;"So we 
don’t think, you know, things that are happening at the short run—at the short end—are driven 
by many other factors other than the balance sheet runoff.";neutral
13313;20220316-fed;20220316-fed_72;2022-03-16;fed;Jerome Powell;Wed;6576;12;But remember, as well, that 2.8 percent is still very strong growth.;neutral
1418;20160921-fed;20160921-fed_7;2016-09-21;fed;Janet Yellen;Wed;6147;17;"Economic growth, which was subdued during the first half of the year, appears to have 
picked up.";dovish
12872;20220126-fed;20220126-fed_48;2022-01-26;fed;Jerome Powell;Wed;7124;36;"[In] these high-level principles, [we] clarify that the federal 
funds rate is our primary means of adjusting monetary policy and that reducing our balance sheet 
will occur after the process of raising interest rates has begun.";hawkish
22398;20250507-fed;20250507-fed_104;2025-05-07;fed;Jerome Powell;Wed;6108;11;"So that is—that is the 
economy as we see it now.";neutral
13857;20220504-fed;20220504-fed_226;2022-05-04;fed;Jerome Powell;Wed;6370;25;"So it’s a good time to be a worker looking to, you know, either change jobs or get a 
wage increase in your current job.";dovish
12037;20211103-fed;20211103-fed_8;2021-11-03;fed;Jerome Powell;Wed;6736;28;"Economic activity expanded at a 6.5 percent pace in the first half of the year, reflecting 
progress on vaccinations, the reopening of the economy, and strong policy support.";dovish
6900;20200303-fed;20200303-fed_54;2020-03-03;fed;Jerome Powell;Tue;1627;6;It’s always a range of things.;neutral
19530;20240501-fed;20240501-fed_220;2024-05-01;fed;Jerome Powell;Wed;6224;15;"We believe it’s restrictive, and, you know, we—our evidence 


 for that, I went over earlier.";hawkish
16708;20230503-fed;20230503-fed_268;2023-05-03;fed;Jerome Powell;Wed;6441;39;"So to get, I, I think—as goods pipelines have, have gotten, you know, back to normal so that we 


 don’t have the long waits and the shortages and that kind of thing—I think you will see inflation 
come down.";neutral
10418;20210428-fed;20210428-fed_3;2021-04-28;fed;Jerome Powell;Wed;7397;24;"At the Federal Reserve, we are strongly committed 
to achieving the monetary policy goals that Congress has given us:  maximum employment and 
price stability.";dovish
23727;20250917-fed;20250917-fed_288;2025-09-17;fed;Jerome Powell;Wed;6563;9;"And so that meant different things 
for different people.";neutral
3005;20180321-fed;20180321-fed_165;2018-03-21;fed;Jerome Powell;Wed;4926;6;"And it’s—
you described it accurately.";neutral
