Unnamed: 0,id,sentence_id,date,bank,chair,day_of_week,doc_word_count,sentence_word_count,text,label
19797,20250724-ecb,20250724-ecb_34,7/24/2025,ecb,Christine Lagarde,Thu,4616,24,"Year-on-year growth in compensation per employee slowed to 3.8 per cent in the first quarter, down from 4.1 per cent in the previous quarter.",neutral
2570,20160421-ecb,20160421-ecb_145,4/21/2016,ecb,Mario Draghi,Thu,4897,39,"By the way, I would urge all the actors in this sector to resist the temptation to blame low interest rates as the cause of everything that went wrong and had been going wrong for years with this sector.",dovish
14561,20220908-ecb,20220908-ecb_15,9/8/2022,ecb,Christine Lagarde,Thu,5981,24,"Staff now expect the economy to grow by 3.1 per cent in 2022, 0.9 per cent in 2023 and 1.9 per cent in 2024.",neutral
8830,20191024-ecb,20191024-ecb_81,10/24/2019,ecb,Mario Draghi,Thu,6101,22,"It's not the first time that the Governing Council has a different mind; it's happened many other times, so no surprises there.",neutral
958,20150603-ecb,20150603-ecb_202,6/3/2015,ecb,Mario Draghi,Wed,4931,5,We are a rules-based institution.,neutral
18396,20240912-ecb,20240912-ecb_181,9/12/2024,ecb,Christine Lagarde,Thu,4795,16,And our expectation is that it will continue to go down in the course of 2025.,neutral
17696,20240411-ecb,20240411-ecb_178,4/11/2024,ecb,Christine Lagarde,Thu,4414,8,Bumps are embedded in the projection of March.,neutral
8751,20191024-ecb,20191024-ecb_2,10/24/2019,ecb,Mario Draghi,Thu,6101,30,"We will now report on the outcome of today’s meeting of the Governing Council, which was also attended by the Commission Vice-President, Mr Dombrovskis, and the incoming President, Ms Lagarde.",neutral
12287,20210708-ecb,20210708-ecb_117,7/8/2021,ecb,Christine Lagarde,Thu,5853,34,"All the committees that are working on the framework, on the operations of our monetary policy, are mobilised to do the work that is needed in order to deliver what needs to be delivered.",neutral
7205,20181213-ecb,20181213-ecb_129,12/13/2018,ecb,Mario Draghi,Thu,4844,32,"But one certainly is the extent to which profits are being squeezed by these increasing wages and, by the way, other production costs and before they can be passed into higher prices.",hawkish
2080,20160121-ecb,20160121-ecb_133,1/21/2016,ecb,Mario Draghi,Thu,5280,15,"The markets seem to disagree completely with your assessment, as they keep selling bank shares.",dovish
17886,20240606-ecb,20240606-ecb_185,6/6/2024,ecb,Christine Lagarde,Thu,5364,7,Is it also accounting for future years?,neutral
11575,20210311-ecb,20210311-ecb_131,3/11/2021,ecb,Christine Lagarde,Thu,6360,26,"But again we are looking at a time horizon which is longer than the next week, and the Governing Council meets any time when it's needed.",neutral
11088,20201210-ecb,20201210-ecb_109,12/10/2020,ecb,Christine Lagarde,Thu,6918,29,That will lead us to purchase in a slightly different way than we have in the past as you will have noted in my reading of the introductory statement.,neutral
17769,20240606-ecb,20240606-ecb_68,6/6/2024,ecb,Christine Lagarde,Thu,5364,16,We will keep policy rates sufficiently restrictive for as long as necessary to achieve this aim.,hawkish
17068,20231214-ecb,20231214-ecb_195,12/14/2023,ecb,Christine Lagarde,Thu,4104,11,The announcement from the German coalition about the decision came yesterday.,neutral
13641,20220203-ecb,20220203-ecb_207,2/3/2022,ecb,Christine Lagarde,Thu,5542,32,"She is an expert on sovereign debt and she has held that view for a long, long time that excessive sovereign debt is a great burden and should be addressed by sovereigns.",neutral
15780,20230504-ecb,20230504-ecb_86,5/4/2023,ecb,Christine Lagarde,Thu,5886,15,But I think that it is quite clear that there is no space for complacency.,neutral
17736,20240606-ecb,20240606-ecb_35,6/6/2024,ecb,Christine Lagarde,Thu,5364,12,"Goods price inflation continued to decrease in May, to 0.8 per cent.",neutral
18587,20241017-ecb,20241017-ecb_144,10/17/2024,ecb,Christine Lagarde,Thu,4770,35,"So even if it could well be as markets anticipate, but they are not always right, that the time at which we reach that 2% sustainably has advanced a bit, it is not yet now.",neutral
17612,20240411-ecb,20240411-ecb_94,4/11/2024,ecb,Christine Lagarde,Thu,4414,20,That very much stands and is completely the continuation of the Watchers speech that I gave about 20 days ago.,neutral
3013,20160721-ecb,20160721-ecb_184,7/21/2016,ecb,Mario Draghi,Thu,5594,21,"The second point about the NPLs in Italy: I think the very first measure – well, certainly, it's a big problem.",neutral
2559,20160421-ecb,20160421-ecb_134,4/21/2016,ecb,Mario Draghi,Thu,4897,11,It went up without interruption since the second quarter of 2014.,neutral
386,20150305-ecb,20150305-ecb_105,3/5/2015,ecb,Mario Draghi,Thu,4662,9,As I said the ECB is a rules-based institution.,neutral
8015,20190410-ecb,20190410-ecb_210,4/10/2019,ecb,Mario Draghi,Wed,5474,14,"What is pretty clear, however, is that the banking system in Europe is overcrowded.",neutral
16341,20230727-ecb,20230727-ecb_186,7/27/2023,ecb,Christine Lagarde,Thu,5339,11,So the burden of proof is going to be on data.,neutral
17491,20240307-ecb,20240307-ecb_192,3/7/2024,ecb,Christine Lagarde,Thu,4672,26,So you have to get under the skin of that and determine what it is behind it and what drives it up: clearly it is wages.,hawkish
18994,20250130-ecb,20250130-ecb_120,1/30/2025,ecb,Christine Lagarde,Thu,4354,18,"We conduct a corporate telephone survey, the result of which you will see tomorrow, because we publish tomorrow.",neutral
18729,20241212-ecb,20241212-ecb_64,12/12/2024,ecb,Christine Lagarde,Thu,4897,14,Greater friction in global trade would make the euro area inflation outlook more uncertain.,hawkish
4007,20170309-ecb,20170309-ecb_127,3/9/2017,ecb,Mario Draghi,Thu,5428,6,We are progressing towards that objective.,neutral
13198,20211216-ecb,20211216-ecb_26,12/16/2021,ecb,Christine Lagarde,Thu,6314,19,"Net purchases under the PEPP could also be resumed, if necessary, to counter negative shocks related to the pandemic.",neutral
13494,20220203-ecb,20220203-ecb_60,2/3/2022,ecb,Christine Lagarde,Thu,5542,55,"Concerning inflation: with the upside surprise that we have seen first in December, second in January, I can tell you that there was unanimous concern around the table of the Governing Council about inflation numbers and obviously the impact this has on the near term and the impact this has on our compatriots in Europe.",neutral
5152,20171026-ecb,20171026-ecb_225,10/26/2017,ecb,Mario Draghi,Thu,5179,18,Then we have the forward guidance of interest rates and this is based on the present information set.,neutral
19354,20250417-ecb,20250417-ecb_40,4/17/2025,ecb,Christine Lagarde,Thu,4913,28,"The ECB’s wage tracker and information from our contacts with companies point to a decline in wage growth in 2025, as also indicated in the March staff projections.",dovish
14951,20221027-ecb,20221027-ecb_141,10/27/2022,ecb,Christine Lagarde,Thu,5940,17,Then we will decide if at the following meeting we also have to proceed along those lines.,neutral
1545,20151022-ecb,20151022-ecb_50,10/22/2015,ecb,Mario Draghi,Thu,5207,34,Governor Nowotny last week said that monetary policy may be coming up to its limits and perhaps it was up to fiscal policy to loosen a little bit to provide a bit of accommodation.,dovish
17098,20240125-ecb,20240125-ecb_19,1/25/2024,ecb,Christine Lagarde,Thu,4643,16,Governments should continue to roll back energy-related support measures to avoid driving up medium-term inflationary pressures.,hawkish
7618,20190307-ecb,20190307-ecb_51,3/7/2019,ecb,Mario Draghi,Thu,5274,16,All countries should continue to increase efforts to achieve a more growth-friendly composition of public finances.,dovish
6953,20181025-ecb,20181025-ecb_121,10/25/2018,ecb,Mario Draghi,Thu,4836,7,That's what I can say about inflation.,neutral
3938,20170309-ecb,20170309-ecb_58,3/9/2017,ecb,Mario Draghi,Thu,5428,45,"By the way, incidentally, in just giving you these numbers about employment, let me add, those who had doubts about the equity of our asset purchase programme are being answered because the most equitable measure of all is to create employment and to decrease unemployment.",neutral
7408,20190124-ecb,20190124-ecb_99,1/24/2019,ecb,Mario Draghi,Thu,5872,48,"Now, about inflation, of course going back to the first – the other question I had, focused first of all on headline inflation where clearly it's being driven by oil prices mostly, but also by food and services prices, to a much lesser extent, and on underlying inflation.",hawkish
1487,20150903-ecb,20150903-ecb_223,9/3/2015,ecb,Mario Draghi,Thu,5181,52,"One is through the trade channel, weakening the economies of the rest of the world, because China by now is a large share of the world economy, and has a confidence effect, as we've seen, on stock markets and all the other financial markets, which is also operating on the negative side.",neutral
14921,20221027-ecb,20221027-ecb_111,10/27/2022,ecb,Christine Lagarde,Thu,5940,33,"But without fuelling inflation on a broad basis, because that would be utterly counterproductive in that it would require that we take harder monetary policy measures in order to deliver on our mandate.",hawkish
4082,20170309-ecb,20170309-ecb_202,3/9/2017,ecb,Mario Draghi,Thu,5428,7,We will consult closely on exchange markets.,neutral
11222,20201210-ecb,20201210-ecb_243,12/10/2020,ecb,Christine Lagarde,Thu,6918,15,"European Central Bank

Directorate General Communications

Reproduction is permitted provided that the source is acknowledged.",neutral
8708,20190912-ecb,20190912-ecb_150,9/12/2019,ecb,Mario Draghi,Thu,5850,44,"It’s something that we should say because the instruments ought to be activated, as I said everybody was unanimous about that today, but we should also be aware that there are objective and specific difficulties about doing this in different countries by the way.",neutral
15315,20230202-ecb,20230202-ecb_47,2/2/2023,ecb,Christine Lagarde,Thu,5941,18,"Most measures of longer-term inflation expectations currently stand at around two per cent, but these warrant continued monitoring.",dovish
20503,20251030-ecb,20251030-ecb_219,10/30/2025,ecb,Christine Lagarde,Thu,5697,42,"If you read carefully our statement, which I know you do, you will see that in the second paragraph of our monetary policy statement, we say we are determined to ensure that inflation stabilises at our 2% target in the medium term.",hawkish
19884,20250724-ecb,20250724-ecb_121,7/24/2025,ecb,Christine Lagarde,Thu,4616,26,"But, as has been mentioned by some of my colleagues in their various speeches, we are not going to be moved away by some minor deviation.",neutral
17307,20240307-ecb,20240307-ecb_8,3/7/2024,ecb,Christine Lagarde,Thu,4672,24,"Staff have revised down their growth projection for 2024 to 0.6 per cent, with economic activity expected to remain subdued in the near term.",neutral
572,20150415-ecb,20150415-ecb_83,4/15/2015,ecb,Mario Draghi,Wed,5800,12,"Purchases are intended, intended, to run until the end of September 2016.",neutral
12837,20210909-ecb,20210909-ecb_200,9/9/2021,ecb,Christine Lagarde,Thu,6448,15,"So, I’m sorry for those who like to set the doves against the hawks, sorry.",neutral
5890,20180308-ecb,20180308-ecb_212,3/8/2018,ecb,Mario Draghi,Thu,5264,20,"That's why it's necessary to assure a, I would say, much more significant presence of women in the recruitment panels.",neutral
3360,20161020-ecb,20161020-ecb_91,10/20/2016,ecb,Mario Draghi,Thu,3919,2,The counterfactual.,neutral
4570,20170720-ecb,20170720-ecb_42,7/20/2017,ecb,Mario Draghi,Thu,3753,20,Draghi: Let me respond first to your first question and give you a sense of the discussion we had today.,neutral
14902,20221027-ecb,20221027-ecb_92,10/27/2022,ecb,Christine Lagarde,Thu,5940,13,"Our sense is that we have already made significant progress, as I said.",neutral
5392,20180125-ecb,20180125-ecb_12,1/25/2018,ecb,Mario Draghi,Thu,6067,22,"At the same time, domestic price pressures remain muted overall and have yet to show convincing signs of a sustained upward trend.",dovish
10422,20200716-ecb,20200716-ecb_174,7/16/2020,ecb,Christine Lagarde,Thu,6177,35,"It gives me a chance to actually wish the very, very best of luck, determination and high spirit of cooperation to our colleagues and friends that will meet at the time of the European Council.",neutral
3452,20161020-ecb,20161020-ecb_183,10/20/2016,ecb,Mario Draghi,Thu,3919,16,"We certainly continue to monitor financial markets, and so far we haven't seen evidence of bubbles.",neutral
10781,20201029-ecb,20201029-ecb_63,10/29/2020,ecb,Christine Lagarde,Thu,6694,51,"Provided the funds are deployed for productive public spending and accompanied by productivity-enhancingstructural policies, Next Generation EU will contribute to a faster, stronger and more uniform recovery and will increase economic resilience and the growth potential of Member States’ economies, thereby supporting the effectiveness of monetary policy in the euro area.",neutral
9600,20200312-ecb,20200312-ecb_13,3/12/2020,ecb,Christine Lagarde,Thu,5169,37,"Together with the substantial monetary policy stimulus already in place, these measures will support liquidity and funding conditions for households, businesses and banks and will help to preserve the smooth provision of credit to the real economy.",dovish
1253,20150716-ecb,20150716-ecb_260,7/16/2015,ecb,Mario Draghi,Thu,5891,3,Like in December.,neutral
8570,20190912-ecb,20190912-ecb_12,9/12/2019,ecb,Mario Draghi,Thu,5850,31,The interest rate in each operation will now be set at the level of the average rate applied in the Eurosystem’s main refinancing operations over the life of the respective TLTRO.,neutral
12108,20210610-ecb,20210610-ecb_177,6/10/2021,ecb,Christine Lagarde,Thu,5969,14,There was no alternative wording and there was unanimous support for the Introductory Statement.,neutral
16110,20230615-ecb,20230615-ecb_195,6/15/2023,ecb,Christine Lagarde,Thu,4775,6,We will look at this process.,neutral
19911,20250724-ecb,20250724-ecb_148,7/24/2025,ecb,Christine Lagarde,Thu,4616,17,And that will also have an impact on inflation – more likely to be inflationary than disinflationary.,hawkish
9831,20200430-ecb,20200430-ecb_61,4/30/2020,ecb,Christine Lagarde,Thu,6293,21,"Regardingfiscal policies, an ambitious and coordinated fiscal stance is critical, in view of the sharp contraction in the euro area economy.",neutral
1564,20151022-ecb,20151022-ecb_69,10/22/2015,ecb,Mario Draghi,Thu,5207,17,But we have to distinguish two components: the domestic part of this recovery and the external part.,neutral
5164,20171026-ecb,20171026-ecb_237,10/26/2017,ecb,Mario Draghi,Thu,5179,11,But there isn't anything special that one would flag about that.,neutral
18992,20250130-ecb,20250130-ecb_118,1/30/2025,ecb,Christine Lagarde,Thu,4354,36,"We will be very attentive to how the latecomers that hiked prices in January to March 2024, and whether this process under which they caught up with inflation is going to be duplicated this year again.",hawkish
10901,20201029-ecb,20201029-ecb_183,10/29/2020,ecb,Christine Lagarde,Thu,6694,8,So I'll say what I have said already.,neutral
6524,20180726-ecb,20180726-ecb_78,7/26/2018,ecb,Mario Draghi,Thu,3599,15,"Financing conditions remain stable and the labour market continues to improve, thereby supporting private consumption.",dovish
18160,20240718-ecb,20240718-ecb_187,7/18/2024,ecb,Christine Lagarde,Thu,5607,5,There will be much more.,hawkish
20154,20250911-ecb,20250911-ecb_140,9/11/2025,ecb,Christine Lagarde,Thu,5662,4,That’s what we see.,hawkish
1062,20150716-ecb,20150716-ecb_69,7/16/2015,ecb,Mario Draghi,Thu,5891,18,They didn't pay the IMF; what happens if Monday comes and goes and they don't pay you back?,hawkish
738,20150415-ecb,20150415-ecb_249,4/15/2015,ecb,Mario Draghi,Wed,5800,56,"When I hear that the level of interest rates could be an incentive or a disincentive for countries governments to change their labour markets, I ask myself, shouldn’t the unemployment level be an incentive to change the labour market, especially since these levels are not the output, or not only the output of the financial crisis.",hawkish
1055,20150716-ecb,20150716-ecb_62,7/16/2015,ecb,Mario Draghi,Thu,5891,21,Let me tell you what I said in the course of the summit meetings that we had in Brussels last weekend.,neutral
17539,20240411-ecb,20240411-ecb_21,4/11/2024,ecb,Christine Lagarde,Thu,4414,14,The unemployment rate is at its lowest level since the start of the euro.,neutral
