yeUnnamed: 0,id,sentence_id,date,bank,chair,day_of_week,doc_word_count,sentence_word_count,text,daniel_label,eric_label,sam_label,majority_label,is_tie,strategy_a,strategy_b,strategy_c
12775.0,20210909-ecb,20210909-ecb_138,2021-09-09,ecb,Christine Lagarde,Thu,6448,40,"The third one, which is quite interesting as well, especially when you disaggregate it, is the inflation that is related to services, because we have seen a reopening of the economy on the service front, in the most recent months.",hawkish,neutral,neutral,neutral,False,neutral,neutral,neutral
873.0,20150603-ecb,20150603-ecb_117,2015-06-03,ecb,Mario Draghi,Wed,4931,21,"But we should not forget that the structural component of our unemployment is high, and was high even before the crisis.",neutral,hawkish,neutral,neutral,False,dovish,dovish,dovish
16425.0,20230914-ecb,20230914-ecb_3,2023-09-14,ecb,Christine Lagarde,Thu,5445,19,We are determined to ensure that inflation returns to our two per cent medium-term target in a timely manner.,hawkish,hawkish,hawkish,hawkish,False,hawkish,hawkish,hawkish
5364.0,20171214-ecb,20171214-ecb_189,2017-12-14,ecb,Mario Draghi,Thu,4280,5,We cannot go beyond that.,neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
4214.0,20170427-ecb,20170427-ecb_73,2017-04-27,ecb,Mario Draghi,Thu,4240,21,"Now, the second question, if I can rephrase it: is the experience we had in 2011 going to be repeated today?",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
1787.0,20151203-ecb,20151203-ecb_72,2015-12-03,ecb,Mario Draghi,Thu,5143,8,And why did we come to this conclusion?,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
18519.0,20241017-ecb,20241017-ecb_76,2024-10-17,ecb,Christine Lagarde,Thu,4770,31,"If we look at all the surveys that are in the works at the moment, of which the specific numbers and data will be available soon, it is the same story.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
16746.0,20231026-ecb,20231026-ecb_68,2023-10-26,ecb,Christine Lagarde,Thu,4326,25,"At the same time, inflation dropped markedly in September, including due to strong base effects, and most measures of underlying inflation have continued to ease.",dovish,dovish,dovish,dovish,False,dovish,dovish,neutral
5062.0,20171026-ecb,20171026-ecb_135,2017-10-26,ecb,Mario Draghi,Thu,5179,28,That's where our monetary policy becomes essential and that's what our monetary policy has in a sense contributed to create more than seven million jobs in four years.,neutral,neutral,neutral,neutral,False,hawkish,neutral,dovish
15409.0,20230202-ecb,20230202-ecb_141,2023-02-02,ecb,Christine Lagarde,Thu,5941,6,Headline inflation numbers matter a lot.,neutral,neutral,neutral,neutral,False,hawkish,neutral,hawkish
15508.0,20230316-ecb,20230316-ecb_15,2023-03-16,ecb,Christine Lagarde,Thu,5121,38,The baseline projections for growth in 2023 have been revised up to an average of 1.0 per cent as a result of both the decline in energy prices and the economy’s greater resilience to the challenging international environment.,neutral,dovish,neutral,neutral,False,neutral,neutral,neutral
9889.0,20200430-ecb,20200430-ecb_119,2020-04-30,ecb,Christine Lagarde,Thu,6293,51,"We also decided to create a new instrument that we call PELTRO; the Pandemic Emergency Longer-Term Refinancing Operation, which is intended to support liquidity conditions to the entire euro area, to the entire financial system, to contribute to preserving the smooth functioning of money markets by providing effectively a liquidity backstop.",dovish,neutral,neutral,neutral,False,dovish,dovish,neutral
19797.0,20250724-ecb,20250724-ecb_34,2025-07-24,ecb,Christine Lagarde,Thu,4616,24,"Year-on-year growth in compensation per employee slowed to 3.8 per cent in the first quarter, down from 4.1 per cent in the previous quarter.",dovish,hawkish,neutral,dovish,True,neutral,neutral,neutral
2570.0,20160421-ecb,20160421-ecb_145,2016-04-21,ecb,Mario Draghi,Thu,4897,39,"By the way, I would urge all the actors in this sector to resist the temptation to blame low interest rates as the cause of everything that went wrong and had been going wrong for years with this sector.",dovish,neutral,dovish,dovish,False,neutral,neutral,dovish
14561.0,20220908-ecb,20220908-ecb_15,2022-09-08,ecb,Christine Lagarde,Thu,5981,24,"Staff now expect the economy to grow by 3.1 per cent in 2022, 0.9 per cent in 2023 and 1.9 per cent in 2024.",neutral,dovish,neutral,neutral,False,neutral,neutral,neutral
8830.0,20191024-ecb,20191024-ecb_81,2019-10-24,ecb,Mario Draghi,Thu,6101,22,"It's not the first time that the Governing Council has a different mind; it's happened many other times, so no surprises there.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
958.0,20150603-ecb,20150603-ecb_202,2015-06-03,ecb,Mario Draghi,Wed,4931,5,We are a rules-based institution.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
18396.0,20240912-ecb,20240912-ecb_181,2024-09-12,ecb,Christine Lagarde,Thu,4795,16,And our expectation is that it will continue to go down in the course of 2025.,neutral,neutral,neutral,neutral,False,dovish,dovish,dovish
17696.0,20240411-ecb,20240411-ecb_178,2024-04-11,ecb,Christine Lagarde,Thu,4414,8,Bumps are embedded in the projection of March.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
8751.0,20191024-ecb,20191024-ecb_2,2019-10-24,ecb,Mario Draghi,Thu,6101,30,"We will now report on the outcome of today’s meeting of the Governing Council, which was also attended by the Commission Vice-President, Mr Dombrovskis, and the incoming President, Ms Lagarde.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
12287.0,20210708-ecb,20210708-ecb_117,2021-07-08,ecb,Christine Lagarde,Thu,5853,34,"All the committees that are working on the framework, on the operations of our monetary policy, are mobilised to do the work that is needed in order to deliver what needs to be delivered.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
7205.0,20181213-ecb,20181213-ecb_129,2018-12-13,ecb,Mario Draghi,Thu,4844,32,"But one certainly is the extent to which profits are being squeezed by these increasing wages and, by the way, other production costs and before they can be passed into higher prices.",hawkish,hawkish,hawkish,hawkish,False,neutral,neutral,neutral
2080.0,20160121-ecb,20160121-ecb_133,2016-01-21,ecb,Mario Draghi,Thu,5280,15,"The markets seem to disagree completely with your assessment, as they keep selling bank shares.",neutral,neutral,dovish,neutral,False,neutral,neutral,dovish
17886.0,20240606-ecb,20240606-ecb_185,2024-06-06,ecb,Christine Lagarde,Thu,5364,7,Is it also accounting for future years?,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
11575.0,20210311-ecb,20210311-ecb_131,2021-03-11,ecb,Christine Lagarde,Thu,6360,26,"But again we are looking at a time horizon which is longer than the next week, and the Governing Council meets any time when it's needed.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
11088.0,20201210-ecb,20201210-ecb_109,2020-12-10,ecb,Christine Lagarde,Thu,6918,29,That will lead us to purchase in a slightly different way than we have in the past as you will have noted in my reading of the introductory statement.,neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
17769.0,20240606-ecb,20240606-ecb_68,2024-06-06,ecb,Christine Lagarde,Thu,5364,16,We will keep policy rates sufficiently restrictive for as long as necessary to achieve this aim.,hawkish,hawkish,hawkish,hawkish,False,hawkish,hawkish,hawkish
17068.0,20231214-ecb,20231214-ecb_195,2023-12-14,ecb,Christine Lagarde,Thu,4104,11,The announcement from the German coalition about the decision came yesterday.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
13641.0,20220203-ecb,20220203-ecb_207,2022-02-03,ecb,Christine Lagarde,Thu,5542,32,"She is an expert on sovereign debt and she has held that view for a long, long time that excessive sovereign debt is a great burden and should be addressed by sovereigns.",neutral,neutral,neutral,neutral,False,hawkish,neutral,neutral
15780.0,20230504-ecb,20230504-ecb_86,2023-05-04,ecb,Christine Lagarde,Thu,5886,15,But I think that it is quite clear that there is no space for complacency.,neutral,neutral,neutral,neutral,False,hawkish,hawkish,hawkish
17736.0,20240606-ecb,20240606-ecb_35,2024-06-06,ecb,Christine Lagarde,Thu,5364,12,"Goods price inflation continued to decrease in May, to 0.8 per cent.",dovish,dovish,neutral,dovish,False,neutral,neutral,neutral
18587.0,20241017-ecb,20241017-ecb_144,2024-10-17,ecb,Christine Lagarde,Thu,4770,35,"So even if it could well be as markets anticipate, but they are not always right, that the time at which we reach that 2% sustainably has advanced a bit, it is not yet now.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
17612.0,20240411-ecb,20240411-ecb_94,2024-04-11,ecb,Christine Lagarde,Thu,4414,20,That very much stands and is completely the continuation of the Watchers speech that I gave about 20 days ago.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
3013.0,20160721-ecb,20160721-ecb_184,2016-07-21,ecb,Mario Draghi,Thu,5594,21,"The second point about the NPLs in Italy: I think the very first measure – well, certainly, it's a big problem.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
2559.0,20160421-ecb,20160421-ecb_134,2016-04-21,ecb,Mario Draghi,Thu,4897,11,It went up without interruption since the second quarter of 2014.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
386.0,20150305-ecb,20150305-ecb_105,2015-03-05,ecb,Mario Draghi,Thu,4662,9,As I said the ECB is a rules-based institution.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
8015.0,20190410-ecb,20190410-ecb_210,2019-04-10,ecb,Mario Draghi,Wed,5474,14,"What is pretty clear, however, is that the banking system in Europe is overcrowded.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
16341.0,20230727-ecb,20230727-ecb_186,2023-07-27,ecb,Christine Lagarde,Thu,5339,11,So the burden of proof is going to be on data.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
17491.0,20240307-ecb,20240307-ecb_192,2024-03-07,ecb,Christine Lagarde,Thu,4672,26,So you have to get under the skin of that and determine what it is behind it and what drives it up: clearly it is wages.,neutral,neutral,hawkish,neutral,False,hawkish,neutral,neutral
18994.0,20250130-ecb,20250130-ecb_120,2025-01-30,ecb,Christine Lagarde,Thu,4354,18,"We conduct a corporate telephone survey, the result of which you will see tomorrow, because we publish tomorrow.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
18729.0,20241212-ecb,20241212-ecb_64,2024-12-12,ecb,Christine Lagarde,Thu,4897,14,Greater friction in global trade would make the euro area inflation outlook more uncertain.,neutral,hawkish,hawkish,hawkish,False,dovish,neutral,dovish
4007.0,20170309-ecb,20170309-ecb_127,2017-03-09,ecb,Mario Draghi,Thu,5428,6,We are progressing towards that objective.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
13198.0,20211216-ecb,20211216-ecb_26,2021-12-16,ecb,Christine Lagarde,Thu,6314,19,"Net purchases under the PEPP could also be resumed, if necessary, to counter negative shocks related to the pandemic.",dovish,hawkish,neutral,dovish,True,dovish,dovish,neutral
13494.0,20220203-ecb,20220203-ecb_60,2022-02-03,ecb,Christine Lagarde,Thu,5542,55,"Concerning inflation: with the upside surprise that we have seen first in December, second in January, I can tell you that there was unanimous concern around the table of the Governing Council about inflation numbers and obviously the impact this has on the near term and the impact this has on our compatriots in Europe.",hawkish,hawkish,neutral,hawkish,False,hawkish,hawkish,hawkish
5152.0,20171026-ecb,20171026-ecb_225,2017-10-26,ecb,Mario Draghi,Thu,5179,18,Then we have the forward guidance of interest rates and this is based on the present information set.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
19354.0,20250417-ecb,20250417-ecb_40,2025-04-17,ecb,Christine Lagarde,Thu,4913,28,"The ECB’s wage tracker and information from our contacts with companies point to a decline in wage growth in 2025, as also indicated in the March staff projections.",dovish,hawkish,dovish,dovish,False,dovish,dovish,neutral
14951.0,20221027-ecb,20221027-ecb_141,2022-10-27,ecb,Christine Lagarde,Thu,5940,17,Then we will decide if at the following meeting we also have to proceed along those lines.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
1545.0,20151022-ecb,20151022-ecb_50,2015-10-22,ecb,Mario Draghi,Thu,5207,34,Governor Nowotny last week said that monetary policy may be coming up to its limits and perhaps it was up to fiscal policy to loosen a little bit to provide a bit of accommodation.,neutral,neutral,dovish,neutral,False,dovish,dovish,dovish
17098.0,20240125-ecb,20240125-ecb_19,2024-01-25,ecb,Christine Lagarde,Thu,4643,16,Governments should continue to roll back energy-related support measures to avoid driving up medium-term inflationary pressures.,hawkish,neutral,hawkish,hawkish,False,hawkish,hawkish,hawkish
7618.0,20190307-ecb,20190307-ecb_51,2019-03-07,ecb,Mario Draghi,Thu,5274,16,All countries should continue to increase efforts to achieve a more growth-friendly composition of public finances.,neutral,neutral,dovish,neutral,False,neutral,neutral,dovish
6953.0,20181025-ecb,20181025-ecb_121,2018-10-25,ecb,Mario Draghi,Thu,4836,7,That's what I can say about inflation.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
3938.0,20170309-ecb,20170309-ecb_58,2017-03-09,ecb,Mario Draghi,Thu,5428,45,"By the way, incidentally, in just giving you these numbers about employment, let me add, those who had doubts about the equity of our asset purchase programme are being answered because the most equitable measure of all is to create employment and to decrease unemployment.",dovish,dovish,neutral,dovish,False,dovish,dovish,dovish
7408.0,20190124-ecb,20190124-ecb_99,2019-01-24,ecb,Mario Draghi,Thu,5872,48,"Now, about inflation, of course going back to the first – the other question I had, focused first of all on headline inflation where clearly it's being driven by oil prices mostly, but also by food and services prices, to a much lesser extent, and on underlying inflation.",hawkish,hawkish,hawkish,hawkish,False,neutral,neutral,neutral
1487.0,20150903-ecb,20150903-ecb_223,2015-09-03,ecb,Mario Draghi,Thu,5181,52,"One is through the trade channel, weakening the economies of the rest of the world, because China by now is a large share of the world economy, and has a confidence effect, as we've seen, on stock markets and all the other financial markets, which is also operating on the negative side.",neutral,hawkish,neutral,neutral,False,dovish,dovish,neutral
14921.0,20221027-ecb,20221027-ecb_111,2022-10-27,ecb,Christine Lagarde,Thu,5940,33,"But without fuelling inflation on a broad basis, because that would be utterly counterproductive in that it would require that we take harder monetary policy measures in order to deliver on our mandate.",hawkish,neutral,hawkish,hawkish,False,hawkish,hawkish,hawkish
4082.0,20170309-ecb,20170309-ecb_202,2017-03-09,ecb,Mario Draghi,Thu,5428,7,We will consult closely on exchange markets.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
11222.0,20201210-ecb,20201210-ecb_243,2020-12-10,ecb,Christine Lagarde,Thu,6918,15,"European Central Bank

Directorate General Communications

Reproduction is permitted provided that the source is acknowledged.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
8708.0,20190912-ecb,20190912-ecb_150,2019-09-12,ecb,Mario Draghi,Thu,5850,44,"It’s something that we should say because the instruments ought to be activated, as I said everybody was unanimous about that today, but we should also be aware that there are objective and specific difficulties about doing this in different countries by the way.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
15315.0,20230202-ecb,20230202-ecb_47,2023-02-02,ecb,Christine Lagarde,Thu,5941,18,"Most measures of longer-term inflation expectations currently stand at around two per cent, but these warrant continued monitoring.",neutral,dovish,dovish,dovish,False,neutral,neutral,neutral
20503.0,20251030-ecb,20251030-ecb_219,2025-10-30,ecb,Christine Lagarde,Thu,5697,42,"If you read carefully our statement, which I know you do, you will see that in the second paragraph of our monetary policy statement, we say we are determined to ensure that inflation stabilises at our 2% target in the medium term.",hawkish,neutral,hawkish,hawkish,False,hawkish,neutral,hawkish
19884.0,20250724-ecb,20250724-ecb_121,2025-07-24,ecb,Christine Lagarde,Thu,4616,26,"But, as has been mentioned by some of my colleagues in their various speeches, we are not going to be moved away by some minor deviation.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
17307.0,20240307-ecb,20240307-ecb_8,2024-03-07,ecb,Christine Lagarde,Thu,4672,24,"Staff have revised down their growth projection for 2024 to 0.6 per cent, with economic activity expected to remain subdued in the near term.",dovish,hawkish,neutral,dovish,True,dovish,dovish,neutral
572.0,20150415-ecb,20150415-ecb_83,2015-04-15,ecb,Mario Draghi,Wed,5800,12,"Purchases are intended, intended, to run until the end of September 2016.",dovish,neutral,neutral,neutral,False,neutral,neutral,neutral
12837.0,20210909-ecb,20210909-ecb_200,2021-09-09,ecb,Christine Lagarde,Thu,6448,15,"So, I’m sorry for those who like to set the doves against the hawks, sorry.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
5890.0,20180308-ecb,20180308-ecb_212,2018-03-08,ecb,Mario Draghi,Thu,5264,20,"That's why it's necessary to assure a, I would say, much more significant presence of women in the recruitment panels.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
3360.0,20161020-ecb,20161020-ecb_91,2016-10-20,ecb,Mario Draghi,Thu,3919,2,The counterfactual.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
4570.0,20170720-ecb,20170720-ecb_42,2017-07-20,ecb,Mario Draghi,Thu,3753,20,Draghi: Let me respond first to your first question and give you a sense of the discussion we had today.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
14902.0,20221027-ecb,20221027-ecb_92,2022-10-27,ecb,Christine Lagarde,Thu,5940,13,"Our sense is that we have already made significant progress, as I said.",neutral,dovish,neutral,neutral,False,neutral,neutral,dovish
5392.0,20180125-ecb,20180125-ecb_12,2018-01-25,ecb,Mario Draghi,Thu,6067,22,"At the same time, domestic price pressures remain muted overall and have yet to show convincing signs of a sustained upward trend.",dovish,hawkish,dovish,dovish,False,dovish,dovish,neutral
10422.0,20200716-ecb,20200716-ecb_174,2020-07-16,ecb,Christine Lagarde,Thu,6177,35,"It gives me a chance to actually wish the very, very best of luck, determination and high spirit of cooperation to our colleagues and friends that will meet at the time of the European Council.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
3452.0,20161020-ecb,20161020-ecb_183,2016-10-20,ecb,Mario Draghi,Thu,3919,16,"We certainly continue to monitor financial markets, and so far we haven't seen evidence of bubbles.",neutral,dovish,neutral,neutral,False,neutral,neutral,neutral
10781.0,20201029-ecb,20201029-ecb_63,2020-10-29,ecb,Christine Lagarde,Thu,6694,51,"Provided the funds are deployed for productive public spending and accompanied by productivity-enhancingstructural policies, Next Generation EU will contribute to a faster, stronger and more uniform recovery and will increase economic resilience and the growth potential of Member States’ economies, thereby supporting the effectiveness of monetary policy in the euro area.",dovish,dovish,neutral,dovish,False,neutral,neutral,dovish
9600.0,20200312-ecb,20200312-ecb_13,2020-03-12,ecb,Christine Lagarde,Thu,5169,37,"Together with the substantial monetary policy stimulus already in place, these measures will support liquidity and funding conditions for households, businesses and banks and will help to preserve the smooth provision of credit to the real economy.",dovish,dovish,dovish,dovish,False,dovish,dovish,dovish
1253.0,20150716-ecb,20150716-ecb_260,2015-07-16,ecb,Mario Draghi,Thu,5891,3,Like in December.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
8570.0,20190912-ecb,20190912-ecb_12,2019-09-12,ecb,Mario Draghi,Thu,5850,31,The interest rate in each operation will now be set at the level of the average rate applied in the Eurosystem’s main refinancing operations over the life of the respective TLTRO.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
12108.0,20210610-ecb,20210610-ecb_177,2021-06-10,ecb,Christine Lagarde,Thu,5969,14,There was no alternative wording and there was unanimous support for the Introductory Statement.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
16110.0,20230615-ecb,20230615-ecb_195,2023-06-15,ecb,Christine Lagarde,Thu,4775,6,We will look at this process.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
19911.0,20250724-ecb,20250724-ecb_148,2025-07-24,ecb,Christine Lagarde,Thu,4616,17,And that will also have an impact on inflation – more likely to be inflationary than disinflationary.,neutral,hawkish,hawkish,hawkish,False,hawkish,hawkish,hawkish
9831.0,20200430-ecb,20200430-ecb_61,2020-04-30,ecb,Christine Lagarde,Thu,6293,21,"Regardingfiscal policies, an ambitious and coordinated fiscal stance is critical, in view of the sharp contraction in the euro area economy.",dovish,neutral,neutral,neutral,False,dovish,dovish,dovish
1564.0,20151022-ecb,20151022-ecb_69,2015-10-22,ecb,Mario Draghi,Thu,5207,17,But we have to distinguish two components: the domestic part of this recovery and the external part.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
5164.0,20171026-ecb,20171026-ecb_237,2017-10-26,ecb,Mario Draghi,Thu,5179,11,But there isn't anything special that one would flag about that.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
18992.0,20250130-ecb,20250130-ecb_118,2025-01-30,ecb,Christine Lagarde,Thu,4354,36,"We will be very attentive to how the latecomers that hiked prices in January to March 2024, and whether this process under which they caught up with inflation is going to be duplicated this year again.",neutral,neutral,hawkish,neutral,False,neutral,neutral,neutral
10901.0,20201029-ecb,20201029-ecb_183,2020-10-29,ecb,Christine Lagarde,Thu,6694,8,So I'll say what I have said already.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
6524.0,20180726-ecb,20180726-ecb_78,2018-07-26,ecb,Mario Draghi,Thu,3599,15,"Financing conditions remain stable and the labour market continues to improve, thereby supporting private consumption.",neutral,dovish,dovish,dovish,False,neutral,neutral,neutral
18160.0,20240718-ecb,20240718-ecb_187,2024-07-18,ecb,Christine Lagarde,Thu,5607,5,There will be much more.,neutral,neutral,hawkish,neutral,False,hawkish,hawkish,neutral
20154.0,20250911-ecb,20250911-ecb_140,2025-09-11,ecb,Christine Lagarde,Thu,5662,4,That’s what we see.,neutral,neutral,hawkish,neutral,False,neutral,neutral,neutral
1062.0,20150716-ecb,20150716-ecb_69,2015-07-16,ecb,Mario Draghi,Thu,5891,18,They didn't pay the IMF; what happens if Monday comes and goes and they don't pay you back?,neutral,neutral,hawkish,neutral,False,neutral,neutral,neutral
738.0,20150415-ecb,20150415-ecb_249,2015-04-15,ecb,Mario Draghi,Wed,5800,56,"When I hear that the level of interest rates could be an incentive or a disincentive for countries governments to change their labour markets, I ask myself, shouldn’t the unemployment level be an incentive to change the labour market, especially since these levels are not the output, or not only the output of the financial crisis.",neutral,hawkish,hawkish,hawkish,False,neutral,neutral,dovish
1055.0,20150716-ecb,20150716-ecb_62,2015-07-16,ecb,Mario Draghi,Thu,5891,21,Let me tell you what I said in the course of the summit meetings that we had in Brussels last weekend.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
17539.0,20240411-ecb,20240411-ecb_21,2024-04-11,ecb,Christine Lagarde,Thu,4414,14,The unemployment rate is at its lowest level since the start of the euro.,hawkish,dovish,neutral,dovish,True,hawkish,hawkish,neutral
,20201216-fed,20201216-fed_237,2020-12-16,fed,Jerome Powell,Wed,7850,37,"And, you know, we’ve been having very long expansions since—in, in the 
last several decades because inflation has not—really, the old model was, inflation would come 
along and the Fed would tighten, and we’d have a recession.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20240612-fed,20240612-fed_73,2024-06-12,fed,Jerome Powell,Wed,6984,1,Yeah—no.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20221214-fed,20221214-fed_68,2022-12-14,fed,Jerome Powell,Wed,6048,12,We think that financial conditions have tightened significantly in the past year.,neutral,hawkish,dovish,dovish,True,hawkish,neutral,dovish
,20190619-fed,20190619-fed_207,2019-06-19,fed,Jerome Powell,Wed,5303,12,"You know, we have—we don’t have plenary authority over 
cryptocurrencies as such.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20201216-fed,20201216-fed_226,2020-12-16,fed,Jerome Powell,Wed,7850,16,"You know, 
we’re—I think you have to be honest with yourself about, about inflation these days.",neutral,neutral,neutral,neutral,False,hawkish,neutral,hawkish
,20200916-fed,20200916-fed_330,2020-09-16,fed,Jerome Powell,Wed,8343,27,"So, you know, 
because people were setting those systems up, and when they got them set up, they counted them 
all at once and things like that.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20210317-fed,20210317-fed_350,2021-03-17,fed,Jerome Powell,Wed,7708,14,"This time around, the 
regulated part of the financial system held up very well.",neutral,dovish,neutral,neutral,False,neutral,neutral,neutral
,20230726-fed,20230726-fed_203,2023-07-26,fed,Jerome Powell,Wed,6508,36,"You can look at 
just job creation in the, the establishment survey has, you know—it’s still at a high level, but it 
was at, really, an extraordinarily high level for most of the last two years.",hawkish,dovish,neutral,dovish,True,neutral,neutral,neutral
,20220727-fed,20220727-fed_328,2022-07-27,fed,Jerome Powell,Wed,7286,11,"One, I don’t think that that 
has materially changed the situation.",neutral,neutral,neutral,neutral,False,neutral,neutral,dovish
,20240731-fed,20240731-fed_241,2024-07-31,fed,Jerome Powell,Wed,6371,11,"There are many, many 
examples, so it’s never exactly the same.",neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
,20200729-fed,20200729-fed_189,2020-07-29,fed,Jerome Powell,Wed,7711,57,"And that brings us to a new—a new point here, which 
is, we need to—in addition to dealing with the health crisis—we have to remember, this is really 
a health crisis, and these are people who are having the coronavirus, and it’s taking a terrible toll, 
so we’ve got to deal with the economic ramifications of that.",neutral,dovish,neutral,neutral,False,dovish,dovish,neutral
,20200129-fed,20200129-fed_143,2020-01-29,fed,Jerome Powell,Wed,6976,5,It wasn’t any one factor.,neutral,neutral,neutral,neutral,False,neutral,neutral,neutral
