Unnamed: 0,id,sentence_id,date,bank,chair,day_of_week,doc_word_count,sentence_word_count,text,label
5062,20171026-ecb,20171026-ecb_135,2017-10-26,ecb,Mario Draghi,Thu,5179,28,That's where our monetary policy becomes essential and that's what our monetary policy has in a sense contributed to create more than seven million jobs in four years.,
15409,20230202-ecb,20230202-ecb_141,2023-02-02,ecb,Christine Lagarde,Thu,5941,6,Headline inflation numbers matter a lot.,
15508,20230316-ecb,20230316-ecb_15,2023-03-16,ecb,Christine Lagarde,Thu,5121,38,The baseline projections for growth in 2023 have been revised up to an average of 1.0 per cent as a result of both the decline in energy prices and the economy’s greater resilience to the challenging international environment.,
9889,20200430-ecb,20200430-ecb_119,2020-04-30,ecb,Christine Lagarde,Thu,6293,51,"We also decided to create a new instrument that we call PELTRO; the Pandemic Emergency Longer-Term Refinancing Operation, which is intended to support liquidity conditions to the entire euro area, to the entire financial system, to contribute to preserving the smooth functioning of money markets by providing effectively a liquidity backstop.",
19797,20250724-ecb,20250724-ecb_34,2025-07-24,ecb,Christine Lagarde,Thu,4616,24,"Year-on-year growth in compensation per employee slowed to 3.8 per cent in the first quarter, down from 4.1 per cent in the previous quarter.",
2570,20160421-ecb,20160421-ecb_145,2016-04-21,ecb,Mario Draghi,Thu,4897,39,"By the way, I would urge all the actors in this sector to resist the temptation to blame low interest rates as the cause of everything that went wrong and had been going wrong for years with this sector.",
14561,20220908-ecb,20220908-ecb_15,2022-09-08,ecb,Christine Lagarde,Thu,5981,24,"Staff now expect the economy to grow by 3.1 per cent in 2022, 0.9 per cent in 2023 and 1.9 per cent in 2024.",
8830,20191024-ecb,20191024-ecb_81,2019-10-24,ecb,Mario Draghi,Thu,6101,22,"It's not the first time that the Governing Council has a different mind; it's happened many other times, so no surprises there.",
958,20150603-ecb,20150603-ecb_202,2015-06-03,ecb,Mario Draghi,Wed,4931,5,We are a rules-based institution.,
18396,20240912-ecb,20240912-ecb_181,2024-09-12,ecb,Christine Lagarde,Thu,4795,16,And our expectation is that it will continue to go down in the course of 2025.,
17696,20240411-ecb,20240411-ecb_178,2024-04-11,ecb,Christine Lagarde,Thu,4414,8,Bumps are embedded in the projection of March.,
8751,20191024-ecb,20191024-ecb_2,2019-10-24,ecb,Mario Draghi,Thu,6101,30,"We will now report on the outcome of today’s meeting of the Governing Council, which was also attended by the Commission Vice-President, Mr Dombrovskis, and the incoming President, Ms Lagarde.",
12287,20210708-ecb,20210708-ecb_117,2021-07-08,ecb,Christine Lagarde,Thu,5853,34,"All the committees that are working on the framework, on the operations of our monetary policy, are mobilised to do the work that is needed in order to deliver what needs to be delivered.",
7205,20181213-ecb,20181213-ecb_129,2018-12-13,ecb,Mario Draghi,Thu,4844,32,"But one certainly is the extent to which profits are being squeezed by these increasing wages and, by the way, other production costs and before they can be passed into higher prices.",
2080,20160121-ecb,20160121-ecb_133,2016-01-21,ecb,Mario Draghi,Thu,5280,15,"The markets seem to disagree completely with your assessment, as they keep selling bank shares.",
17886,20240606-ecb,20240606-ecb_185,2024-06-06,ecb,Christine Lagarde,Thu,5364,7,Is it also accounting for future years?,
11575,20210311-ecb,20210311-ecb_131,2021-03-11,ecb,Christine Lagarde,Thu,6360,26,"But again we are looking at a time horizon which is longer than the next week, and the Governing Council meets any time when it's needed.",
11088,20201210-ecb,20201210-ecb_109,2020-12-10,ecb,Christine Lagarde,Thu,6918,29,That will lead us to purchase in a slightly different way than we have in the past as you will have noted in my reading of the introductory statement.,
17769,20240606-ecb,20240606-ecb_68,2024-06-06,ecb,Christine Lagarde,Thu,5364,16,We will keep policy rates sufficiently restrictive for as long as necessary to achieve this aim.,
17068,20231214-ecb,20231214-ecb_195,2023-12-14,ecb,Christine Lagarde,Thu,4104,11,The announcement from the German coalition about the decision came yesterday.,
13641,20220203-ecb,20220203-ecb_207,2022-02-03,ecb,Christine Lagarde,Thu,5542,32,"She is an expert on sovereign debt and she has held that view for a long, long time that excessive sovereign debt is a great burden and should be addressed by sovereigns.",
15780,20230504-ecb,20230504-ecb_86,2023-05-04,ecb,Christine Lagarde,Thu,5886,15,But I think that it is quite clear that there is no space for complacency.,
17736,20240606-ecb,20240606-ecb_35,2024-06-06,ecb,Christine Lagarde,Thu,5364,12,"Goods price inflation continued to decrease in May, to 0.8 per cent.",
18587,20241017-ecb,20241017-ecb_144,2024-10-17,ecb,Christine Lagarde,Thu,4770,35,"So even if it could well be as markets anticipate, but they are not always right, that the time at which we reach that 2% sustainably has advanced a bit, it is not yet now.",
17612,20240411-ecb,20240411-ecb_94,2024-04-11,ecb,Christine Lagarde,Thu,4414,20,That very much stands and is completely the continuation of the Watchers speech that I gave about 20 days ago.,
3013,20160721-ecb,20160721-ecb_184,2016-07-21,ecb,Mario Draghi,Thu,5594,21,"The second point about the NPLs in Italy: I think the very first measure – well, certainly, it's a big problem.",
2559,20160421-ecb,20160421-ecb_134,2016-04-21,ecb,Mario Draghi,Thu,4897,11,It went up without interruption since the second quarter of 2014.,
386,20150305-ecb,20150305-ecb_105,2015-03-05,ecb,Mario Draghi,Thu,4662,9,As I said the ECB is a rules-based institution.,
8015,20190410-ecb,20190410-ecb_210,2019-04-10,ecb,Mario Draghi,Wed,5474,14,"What is pretty clear, however, is that the banking system in Europe is overcrowded.",
16341,20230727-ecb,20230727-ecb_186,2023-07-27,ecb,Christine Lagarde,Thu,5339,11,So the burden of proof is going to be on data.,
17491,20240307-ecb,20240307-ecb_192,2024-03-07,ecb,Christine Lagarde,Thu,4672,26,So you have to get under the skin of that and determine what it is behind it and what drives it up: clearly it is wages.,
18994,20250130-ecb,20250130-ecb_120,2025-01-30,ecb,Christine Lagarde,Thu,4354,18,"We conduct a corporate telephone survey, the result of which you will see tomorrow, because we publish tomorrow.",
18729,20241212-ecb,20241212-ecb_64,2024-12-12,ecb,Christine Lagarde,Thu,4897,14,Greater friction in global trade would make the euro area inflation outlook more uncertain.,
4007,20170309-ecb,20170309-ecb_127,2017-03-09,ecb,Mario Draghi,Thu,5428,6,We are progressing towards that objective.,
13198,20211216-ecb,20211216-ecb_26,2021-12-16,ecb,Christine Lagarde,Thu,6314,19,"Net purchases under the PEPP could also be resumed, if necessary, to counter negative shocks related to the pandemic.",
13494,20220203-ecb,20220203-ecb_60,2022-02-03,ecb,Christine Lagarde,Thu,5542,55,"Concerning inflation: with the upside surprise that we have seen first in December, second in January, I can tell you that there was unanimous concern around the table of the Governing Council about inflation numbers and obviously the impact this has on the near term and the impact this has on our compatriots in Europe.",
5152,20171026-ecb,20171026-ecb_225,2017-10-26,ecb,Mario Draghi,Thu,5179,18,Then we have the forward guidance of interest rates and this is based on the present information set.,
19354,20250417-ecb,20250417-ecb_40,2025-04-17,ecb,Christine Lagarde,Thu,4913,28,"The ECB’s wage tracker and information from our contacts with companies point to a decline in wage growth in 2025, as also indicated in the March staff projections.",
14951,20221027-ecb,20221027-ecb_141,2022-10-27,ecb,Christine Lagarde,Thu,5940,17,Then we will decide if at the following meeting we also have to proceed along those lines.,
1545,20151022-ecb,20151022-ecb_50,2015-10-22,ecb,Mario Draghi,Thu,5207,34,Governor Nowotny last week said that monetary policy may be coming up to its limits and perhaps it was up to fiscal policy to loosen a little bit to provide a bit of accommodation.,
17098,20240125-ecb,20240125-ecb_19,2024-01-25,ecb,Christine Lagarde,Thu,4643,16,Governments should continue to roll back energy-related support measures to avoid driving up medium-term inflationary pressures.,
7618,20190307-ecb,20190307-ecb_51,2019-03-07,ecb,Mario Draghi,Thu,5274,16,All countries should continue to increase efforts to achieve a more growth-friendly composition of public finances.,
6953,20181025-ecb,20181025-ecb_121,2018-10-25,ecb,Mario Draghi,Thu,4836,7,That's what I can say about inflation.,
3938,20170309-ecb,20170309-ecb_58,2017-03-09,ecb,Mario Draghi,Thu,5428,45,"By the way, incidentally, in just giving you these numbers about employment, let me add, those who had doubts about the equity of our asset purchase programme are being answered because the most equitable measure of all is to create employment and to decrease unemployment.",
7408,20190124-ecb,20190124-ecb_99,2019-01-24,ecb,Mario Draghi,Thu,5872,48,"Now, about inflation, of course going back to the first – the other question I had, focused first of all on headline inflation where clearly it's being driven by oil prices mostly, but also by food and services prices, to a much lesser extent, and on underlying inflation.",
1487,20150903-ecb,20150903-ecb_223,2015-09-03,ecb,Mario Draghi,Thu,5181,52,"One is through the trade channel, weakening the economies of the rest of the world, because China by now is a large share of the world economy, and has a confidence effect, as we've seen, on stock markets and all the other financial markets, which is also operating on the negative side.",
14921,20221027-ecb,20221027-ecb_111,2022-10-27,ecb,Christine Lagarde,Thu,5940,33,"But without fuelling inflation on a broad basis, because that would be utterly counterproductive in that it would require that we take harder monetary policy measures in order to deliver on our mandate.",
4082,20170309-ecb,20170309-ecb_202,2017-03-09,ecb,Mario Draghi,Thu,5428,7,We will consult closely on exchange markets.,
11222,20201210-ecb,20201210-ecb_243,2020-12-10,ecb,Christine Lagarde,Thu,6918,15,"European Central Bank

Directorate General Communications

Reproduction is permitted provided that the source is acknowledged.",
8708,20190912-ecb,20190912-ecb_150,2019-09-12,ecb,Mario Draghi,Thu,5850,44,"It’s something that we should say because the instruments ought to be activated, as I said everybody was unanimous about that today, but we should also be aware that there are objective and specific difficulties about doing this in different countries by the way.",
15315,20230202-ecb,20230202-ecb_47,2023-02-02,ecb,Christine Lagarde,Thu,5941,18,"Most measures of longer-term inflation expectations currently stand at around two per cent, but these warrant continued monitoring.",
20503,20251030-ecb,20251030-ecb_219,2025-10-30,ecb,Christine Lagarde,Thu,5697,42,"If you read carefully our statement, which I know you do, you will see that in the second paragraph of our monetary policy statement, we say we are determined to ensure that inflation stabilises at our 2% target in the medium term.",
19884,20250724-ecb,20250724-ecb_121,2025-07-24,ecb,Christine Lagarde,Thu,4616,26,"But, as has been mentioned by some of my colleagues in their various speeches, we are not going to be moved away by some minor deviation.",
17307,20240307-ecb,20240307-ecb_8,2024-03-07,ecb,Christine Lagarde,Thu,4672,24,"Staff have revised down their growth projection for 2024 to 0.6 per cent, with economic activity expected to remain subdued in the near term.",
572,20150415-ecb,20150415-ecb_83,2015-04-15,ecb,Mario Draghi,Wed,5800,12,"Purchases are intended, intended, to run until the end of September 2016.",
12837,20210909-ecb,20210909-ecb_200,2021-09-09,ecb,Christine Lagarde,Thu,6448,15,"So, I’m sorry for those who like to set the doves against the hawks, sorry.",
5890,20180308-ecb,20180308-ecb_212,2018-03-08,ecb,Mario Draghi,Thu,5264,20,"That's why it's necessary to assure a, I would say, much more significant presence of women in the recruitment panels.",
3360,20161020-ecb,20161020-ecb_91,2016-10-20,ecb,Mario Draghi,Thu,3919,2,The counterfactual.,
4570,20170720-ecb,20170720-ecb_42,2017-07-20,ecb,Mario Draghi,Thu,3753,20,Draghi: Let me respond first to your first question and give you a sense of the discussion we had today.,
14902,20221027-ecb,20221027-ecb_92,2022-10-27,ecb,Christine Lagarde,Thu,5940,13,"Our sense is that we have already made significant progress, as I said.",
5392,20180125-ecb,20180125-ecb_12,2018-01-25,ecb,Mario Draghi,Thu,6067,22,"At the same time, domestic price pressures remain muted overall and have yet to show convincing signs of a sustained upward trend.",
10422,20200716-ecb,20200716-ecb_174,2020-07-16,ecb,Christine Lagarde,Thu,6177,35,"It gives me a chance to actually wish the very, very best of luck, determination and high spirit of cooperation to our colleagues and friends that will meet at the time of the European Council.",
3452,20161020-ecb,20161020-ecb_183,2016-10-20,ecb,Mario Draghi,Thu,3919,16,"We certainly continue to monitor financial markets, and so far we haven't seen evidence of bubbles.",
10781,20201029-ecb,20201029-ecb_63,2020-10-29,ecb,Christine Lagarde,Thu,6694,51,"Provided the funds are deployed for productive public spending and accompanied by productivity-enhancingstructural policies, Next Generation EU will contribute to a faster, stronger and more uniform recovery and will increase economic resilience and the growth potential of Member States’ economies, thereby supporting the effectiveness of monetary policy in the euro area.",
9600,20200312-ecb,20200312-ecb_13,2020-03-12,ecb,Christine Lagarde,Thu,5169,37,"Together with the substantial monetary policy stimulus already in place, these measures will support liquidity and funding conditions for households, businesses and banks and will help to preserve the smooth provision of credit to the real economy.",
1253,20150716-ecb,20150716-ecb_260,2015-07-16,ecb,Mario Draghi,Thu,5891,3,Like in December.,
8570,20190912-ecb,20190912-ecb_12,2019-09-12,ecb,Mario Draghi,Thu,5850,31,The interest rate in each operation will now be set at the level of the average rate applied in the Eurosystem’s main refinancing operations over the life of the respective TLTRO.,
12108,20210610-ecb,20210610-ecb_177,2021-06-10,ecb,Christine Lagarde,Thu,5969,14,There was no alternative wording and there was unanimous support for the Introductory Statement.,
16110,20230615-ecb,20230615-ecb_195,2023-06-15,ecb,Christine Lagarde,Thu,4775,6,We will look at this process.,
19911,20250724-ecb,20250724-ecb_148,2025-07-24,ecb,Christine Lagarde,Thu,4616,17,And that will also have an impact on inflation – more likely to be inflationary than disinflationary.,
9831,20200430-ecb,20200430-ecb_61,2020-04-30,ecb,Christine Lagarde,Thu,6293,21,"Regardingfiscal policies, an ambitious and coordinated fiscal stance is critical, in view of the sharp contraction in the euro area economy.",
1564,20151022-ecb,20151022-ecb_69,2015-10-22,ecb,Mario Draghi,Thu,5207,17,But we have to distinguish two components: the domestic part of this recovery and the external part.,
5164,20171026-ecb,20171026-ecb_237,2017-10-26,ecb,Mario Draghi,Thu,5179,11,But there isn't anything special that one would flag about that.,
18992,20250130-ecb,20250130-ecb_118,2025-01-30,ecb,Christine Lagarde,Thu,4354,36,"We will be very attentive to how the latecomers that hiked prices in January to March 2024, and whether this process under which they caught up with inflation is going to be duplicated this year again.",
10901,20201029-ecb,20201029-ecb_183,2020-10-29,ecb,Christine Lagarde,Thu,6694,8,So I'll say what I have said already.,
6524,20180726-ecb,20180726-ecb_78,2018-07-26,ecb,Mario Draghi,Thu,3599,15,"Financing conditions remain stable and the labour market continues to improve, thereby supporting private consumption.",
18160,20240718-ecb,20240718-ecb_187,2024-07-18,ecb,Christine Lagarde,Thu,5607,5,There will be much more.,
20154,20250911-ecb,20250911-ecb_140,2025-09-11,ecb,Christine Lagarde,Thu,5662,4,That’s what we see.,
1062,20150716-ecb,20150716-ecb_69,2015-07-16,ecb,Mario Draghi,Thu,5891,18,They didn't pay the IMF; what happens if Monday comes and goes and they don't pay you back?,
738,20150415-ecb,20150415-ecb_249,2015-04-15,ecb,Mario Draghi,Wed,5800,56,"When I hear that the level of interest rates could be an incentive or a disincentive for countries governments to change their labour markets, I ask myself, shouldn’t the unemployment level be an incentive to change the labour market, especially since these levels are not the output, or not only the output of the financial crisis.",
1055,20150716-ecb,20150716-ecb_62,2015-07-16,ecb,Mario Draghi,Thu,5891,21,Let me tell you what I said in the course of the summit meetings that we had in Brussels last weekend.,
17539,20240411-ecb,20240411-ecb_21,2024-04-11,ecb,Christine Lagarde,Thu,4414,14,The unemployment rate is at its lowest level since the start of the euro.,
